"Aloys Pennarini, also spelled Alois Pennarini, was born Aloys Federler on June 27, 1870 in Vienna, Austria-Hungary .","(Aloys Pennarini, date of birth, 1870)"
"Allan Alcorn (born January 1, 1948 in San Francisco) is an American pioneering engineer and computer scientist .","(Allan Alcorn, date of birth, 1948)"
"Karam was born on September 16, 1948, in Lebanon .","(Shadi A. Karam, date of birth, 1948)"
"Eldon Coombe (born c 1941) is a Canadian curler from Ottawa, Canada .","(Eldon Coombe, date of birth, 1941)"
"Franz Joseph Lauth ( b 18 February 1822 in Arzheim,now a suburb of Landau, d 11 February 1895 in Munich), was a German Egyptologist .","(Franz Joseph Lauth, date of birth, 1822)"
"Daniel Bowen, born in 1970, is a Melbourne resident best known as the author of the blog, Diary of an Average Australian .","(Daniel Bowen, date of birth, 1970)"
"Nikolay Leonidovich Moskalenko (; born January 3, 1990) is a Russian professional association football player .","(Nikolay Leonidovich Moskalenko, date of birth, 1990)"
"Ary Sternfeld (* 14 May 1905 , Sieradz , Poland - † 5 July 1980 , Moscow , Russia ) was co-creator of the modern aerospace science .","(Ary Abramovich Sternfeld, date of birth, 1905)"
"Kome was born in Chicago in 1948, immigrated to Canada in 1968 .","(Penney Kome, date of birth, 1948)"
"Curley was born on October 25, 1946 in Milwaukee, Wisconsin .","(Patricia S. Curley, date of birth, 1946)"
Eloyan was born in Syria and immigrated to Canada in 1976 .,"(Noushig Eloyan, date of birth, 1976)"
Brendan Gamble born 1966 is an American singer-songwriter .,"(Brendan Gamble, date of birth, 1966)"
"William Kermode was born in Hobart, Tasmania in 1895 .","(William Kermode, date of birth, 1895)"
Jody Freeman (born 1964) is the Archibald Cox Professor at Harvard Law School and a leading expert on administrative law and environmental law .,"(Jody Freeman, date of birth, 1964)"
"Chaudhry Niaz Ali Khan (born 1880 -- died 1976) (), founder of the Dar ul Islam Movement and the Dar ul Islam Trust in South Asia and the Dar ul Islam Trust Institutes in Pathankot, India and Jauharabad, Pakistan, was a civil engineer, civil servant, landowner, agriculturalist and philanthropist .","(Chaudhry Niaz Ali Khan, date of birth, 1880)"
"Goodale was born July 27, 1933 in Cambridge, Massachusetts .","(James Goodale, date of birth, 1933)"
"Mama Baer (born Andrea Katharina Ingeborg Hjuler in 1981, maiden name Göthling) works as a sound recordist in the field of Noise (music) and Post-industrial music, visual artist and film maker at Flensburg, a town on the German border with Denmark .","(Mama Baer, date of birth, 1981)"
"Elie (Eli) Horn, born in 1944 in the city of Aleppo in Syria, is a Brazilian Jewish businessman and philanthropist operating in Brazil, president of Cyrela Brazil Realty .","(Elie Horn, date of birth, 1944)"
Snyder was born in 1958 in New York .,"(Jay T. Snyder, date of birth, 1958)"
"Eric Knaus (born c 1970), better known as The Great Zucchini, is a professional children's entertainer specialized in performing for children aged 2 to 6 in the Washington Metropolitan Area .","(The Great Zucchini, date of birth, 1970)"
Kantilal Kanjee (born 22 April 1944) is a Zimbabwean former first-class and Test cricket umpire .,"(Kantilal Kanjee, date of birth, 1944)"
"Henry was born on 28 December 1774 at Queens Square Bristol, the son of Richard Smith, surgeon and Augusta, the daughter of Rev .","(Henry Smith, date of birth, 1774)"
Carolin Reiber (born 2 November 1940) is a German television presenter .,"(Carolin Reiber, date of birth, 1940)"
"Dan Lissvik (D. Lissvik), born in 1978, is a Swedish musician and producer .","(Dan Lissvik, date of birth, 1978)"
"Kazimierz J Kasperek was born in 1916 in Częstochowa, Poland and enlisted as a volunteer in the Polish Navy on February 1, 1936 .","(Kazimierz J. Kasperek, date of birth, 1916)"
"Monastyrsky was born in Ukraine (former USSR) in 1954, and attended Lviv's State Medical University .","(Konstantin Monastyrsky, date of birth, 1954)"
Costel Paşniciuc (born 13 January 1984) is a Romanian middleweight kickboxer .,"(Costel Pa%C5%9Fniciuc, date of birth, 1984)"
Valery Levaneuski was born on 15 August 1963 in Grodno in a large family .,"(Valery Levaneuski, date of birth, 1963)"
"Lev Borisovich Helfand was born December 29, 1900 in the village Artemivka :ru: Артёмовка (Крым) .","(Lev Borisovich Helfand, date of birth, 1900)"
"Dana Sue Gray was born December 6th, 1957 to Beverly and Russell Armbrust .","(Dana Sue Gray, date of birth, 1957)"
"Danny Maun (born 5 January 1981, in Wigan, Greater Manchester) is an English rugby league player .","(Danny Maun, date of birth, 1981)"
"Sheila Khambadkone was born on February 11, 1932 in a Chitrapur Saraswat (Bhānap) family in Mangalore () .","(Sheila Khambadkone, date of birth, 1932)"
"Jovica Škoro (Serbian Cyrillic: Јовица Шкоро) (born October 9, 1965 in Kruševac) is a Serbian former footballer and current coach, now coaching Metalac of Gornji Milanovac .","(Jovica %C5%A0koro, date of birth, 1965)"
"Jaime was born March 8, 1966 in Hollywood, California and raised in the San Fernando Valley .","(Jaime Levy Russell, date of birth, 1966)"
"William John Hocking, CVO, CBE was born at Sennen Cove, Cornwall into a Congregational church family in 1864 and died in Danbury in April 1953 .","(William John Hocking, date of birth, 1864)"
"Roberta Donnay (b. August 10, 1966, Washington, D.C.) is a Grammy-nominated jazz vocalist, composer, and band leader produced by Orrin Keepnews .","(Roberta Donnay, date of birth, 1966)"
"Antiguo Autómata Mexicano is the stage name of Mexican techno (as well as IDM) producer, Ángel Sánchez Borges .","(Antiguo Aut%C3%B3mata Mexicano, date of birth, 1971)"
"Francesco Gullino (or Giullino) is a Dane of Italian origin, born in Bari, Italy in 1946, who was named in June 2005 by The Times as the prime suspect in the 1978 ``Bulgarian umbrella'' murder of Bulgarian dissident Georgi Markov .","(Francesco Gullino, date of birth, 1946)"
"Benny Marinelli (c. 1902 -- October 22, 1927) was an American Thoroughbred horse racing jockey best known for winning the Classic Preakness Stakes in 1923 .","(Benny Marinelli, date of birth, 1902)"
"Joseph Judah Chorny was a Russian traveller, born at Minsk in 1835, on the 20th April .","(Joseph Judah Chorny, date of birth, 1835)"
"Nikhil Haldipur (Born December 19, 1977 in Kolkata) is an Indian first class cricketer .","(Nikhil Haldipur, date of birth, 1977)"
Thomas Henning (born 1956) is a German astrophysicist .,"(Thomas Henning, date of birth, 1956)"
"One of the Houston art world's great visionaries, Nestor Topchy is a painter, sculptor, installation artist, and performance artist who was born in Somerville, New Jersey in 1963 .","(Nestor Topchy, date of birth, 1963)"
"Betty Broadbent (November 11, 1909-March 28, 1983) .","(Betty Broadbent, date of birth, 1909)"
"Bob Elliott (born September 10, 1949 in Kingston, Ontario, Canada) is a longtime sports columnist who has covered baseball in Canada since the 1978 Home Opener for the Montreal Expos, when he was employed by the Ottawa Citizen .","(Bob Elliott, date of birth, 1949)"
"Terry Matte (c. 1943 -- December 28, 2009) was a news producer for CBWT's 24Hours program in Winnipeg in the 1980s before moving to Ottawa where he was senior producer for ``Newsday'', CBC Ottawa's supper-hour, television newscast .","(Terry Matte, date of birth, 1943)"
"Erhard Mayke (born January 6, 1896 West Prussia -1962) Was a German speed skater and competed at the 1928 Winter Olympics hosted in St moritz Switzerland, he also competed in the World Allround Speed Skating Championships for Men in the same year 1928 hosted in Davos .","(Erhard Mayke, date of birth, 1896)"
"Grean was born April 12, 1966, in Portchester, New York .","(Doug Grean, date of birth, 1966)"
"Philippe Lardy, born in Switzerland in 1963, is an illustrator and painter .","(Philippe Lardy, date of birth, 1963)"
"Evgeny Gleizerov (; born March 20, 1963) is a Russian chess Grandmaster (1993) .","(Evgeny Gleizerov, date of birth, 1963)"
"Sullivan was born in Milwaukee, Wisconsin in 1924 .","(Michael T. Sullivan, date of birth, 1924)"
"Rein was born in New Orleans in 1953, lived in Phoenix, and came to Tucson at age 10 when his family relocated .","(Jeff Rein, date of birth, 1953)"
"Mamitu Daska Molisa (born 16 October 1983 in Liteshoa), also known as Mamitu Deska, is an Ethiopian long-distance runner who specialises in road running events, including the marathon .","(Mamitu Daska, date of birth, 1983)"
Ata Nahai is a well-known Kurdish Iranian novelist and short story writer .,"(Ata Nahai, date of birth, 1960)"
Oscar García (born 23 December 1966) is a Cuban fencer .,"(Oscar García, date of birth, 1966)"
"James Frank Woods was born June 27, 1872, and generally went by the name Frank Woods .","(James Frank Woods, date of birth, 1872)"
William Malcolm Low (c. 1836 -- 14 June 1923) was a British Conservative party politician .,"(Malcolm Low, date of birth, 1836)"
Moussa Moumouni Djermakoye (born 26 April 1944) is a Nigerien politician who has been President of the Nigerien Alliance for Democracy and Progress (ANDP-Zaman Lahiya) since 2010 .,"(Moussa Moumouni Djermakoye, date of birth, 1944)"
"John Russell was born September 22, 1827 in Concord Township, Champaign County, Ohio to John and Mary Russell, farmers who were originally from Virginia .","(John Russell, date of birth, 1827)"
Jeremy Jackson is an American author .,"(Jeremy Jackson, date of birth, 1973)"
Tim Goodman was born in San Francisco in 1952 and briefly spent his high school years attending the American School in London .,"(Tim Goodman, date of birth, 1952)"
Beth Bernobich is an American science fiction and fantasy writer .,"(Beth Bernobich, date of birth, 1959)"
"Elchin Khalilov ( born on April, 26th 1959, Baku, Azerbaijan) is a geophysicist who works in the area of geodynamics and geotectonics .","(Elchin Khalilov, date of birth, 1959)"
"The current Dzogchen Rinpoche, who is enumerated as the seventh in the lineage of mindstream 'emanations' (Sanskrit: nirmanakaya), 'Jikme Losal Wangpo' (), was born in Gangtok, Sikkim in 1964, as the younger brother of Sogyal Rinpoche .","(Dzogchen Rinpoche, date of birth, 1964)"
"Amadou Doucoure (born 1919 in Goumbou, Mali, and died November 15 1971 in Bamako) was a Malian politician who was elected to the French Senate in 1947  .","(Amadou Doucoure, date of birth, 1919)"
James H Flack is a contemporary Irish watercolour painter .,"(James H. Flack, date of birth, 1941)"
Serge Crasnianski born 3rd July 1942 is a French entrepreneur who founded in 1963 the Grenoble based Key Independent System (KIS) .,"(Serge Crasnianski, date of birth, 1942)"
"Jamal Nasser (born c 1985, died March 16, 2003) was an Afghan soldier who died in United States' custody on March 16, 2003 .","(Jamal Nasser, date of birth, 1985)"
Jody Williams (born c 1963 in California) is an American chef and television personality .,"(Jody Williams, date of birth, 1963)"
"Ilhama Gasimova (; born 1976, Bala Şürük, Lankaran Rayon, Azerbaijan) is an Azerbaijani pop singer .","(Ilhama Gasimova, date of birth, 1976)"
"Clare Gervasoni, author, publisher and curator was born in Melbourne, Australia in 1962 .","(Clare Gervasoni, date of birth, 1962)"
"Basil Deacon Hobbs,DSO, OBE, DSC (born 20 December 1894) is a British and Canadian aviator .","(Basil Deacon Hobbs, date of birth, 1894)"
"Antonio Maria Pucci, O.S.M., (16 April 1819, Vernio, Province of Prato - 12 January 1892) was an Italian friar and priest, who was proclaimed a saint by Pope John XXIII on 9 December 1962 .","(Antonio Maria Pucci, date of birth, 1819)"
Jane Evelyn Atwood (born 1947 in New York City) is an American photographer living in Paris since 1971 .,"(Jane Evelyn Atwood, date of birth, 1947)"
"His parents, James D and Lucy A (Simms) Watts, lived in Amherst until the beginning of the Civil War, when they removed to Albemarle County, Virginia .","(Cornelius Clarkson Watts, date of birth, 1848)"
Nathalie Ménigon was born 28 February 1957 in Enghien-les-Bains (Val-d'Oise) .,"(Nathalie Ménigon, date of birth, 1957)"
Rafaela Ybarra de Vilallonga was born in Bilbao in northern Spain in 1843 in an affluent Catholic family .,"(Rafaela Ybarra de Vilallonga, date of birth, 1843)"
"Tafa Balogun was born on August 8, 1947 at Ila Orogun, now in Osun State .","(Mustafa Adebayo Balogun, date of birth, 1947)"
"Esa Tapani is a Finnish horn player, born in 1968 .","(Esa Tapani, date of birth, 1968)"
"Kirby was born in Ottawa in 1864, the third of six children born to Thomas H and Mary Kirby, Irish immigrants to Canada .","(Halder Kirby, date of birth, 1864)"
"Shodo Harada was born into a Zen temple in 1940 in Nara, Japan .","(Shōdō Harada, date of birth, 1940)"
"Rafael Dropulić (born c 1983), best known by his nickname Rafo, is a Croatian reality show winner and pop singer .","(Rafael Dropulić, date of birth, 1983)"
Mark Teague was born in 1963 .,"(Mark Teague, date of birth, 1963)"
"Marsha was born in 1946 in Long Beach, California, near her parent's home in Palos Verdes .","(Marsha Petrie Sue, date of birth, 1946)"
"Shroder was born in New York City in 1954, and attended the University of Florida .","(Tom Shroder, date of birth, 1954)"
"Rahul Chandran (born 1976) is policy analyst working in the fields of conflict and security, widely known for his work on resilience and on United Nations reform .","(Rahul Chandran, date of birth, 1976)"
"Abaz Kupi was born in 6 August 1892, in Varosh neighborhood in Krujë .","(Abaz Kupi, date of birth, 1892)"
Premanand Swami was born to Hindu (Brahmin) parents in the town of Dora Bharuch in 1784 and named Hathiram on birth .,"(Premanand Swami, date of birth, 1784)"
"Karena Albers, born 1956, is the Director of The Earth Awards, an aspirational platform for consumer-driven ideas that challenge designers and innovators to build a new economy, and co-founder of New York-based production company, kontentreal .","(Karena Albers, date of birth, 1956)"
"Modison Salayedvwa Magagula (born 1958) is a Swazi playwright, poet and short-story writer .","(Modison Salayedvwa Magagula, date of birth, 1958)"
"Kathleen Ngale was born around 1930 at the Camel Camp Station, 250 km north-East of Alice Springs, where she still lives with her extended family .","(Kathleen Ngale, date of birth, 1930)"
Magdalena Decilio (born 23 March 1983) is a team handball player from Argentina .,"(Magdalena Decilio, date of birth, 1983)"
"William Breitbart was born in 1951 and raised on the Lower East Side of Manhattan with his younger brother, Sheldon .","(William Breitbart, date of birth, 1951)"
"Belinda M'Boma (born June 4 1982 in Caen, France) is a French basketball player who played 28 games for club Charleville-Mezieres of the League feminine de basket the top basketball league for women in France during the 2010-2011 season .","(Belinda M'Boma, date of birth, 1982)"
"He was born in Caracas, Venezuela in 1970, the son of historian Elias Pino Iturrieta .","(Camilo Pino, date of birth, 1970)"
"Hartung was born on February 19, 1841 in Germany .","(Charles Hartung, date of birth, 1841)"
"Gregory Nagy (in Hungarian: Nagy Gergely) (pronounced /nadj;/), born in Budapest Hungary in 1942, is an American professor of Classics at Harvard University, specializing in Homer and archaic Greek poetry .","(Gregory Nagy, date of birth, 1942)"
"Sanson was born in Toronto in 1862, the son of a clergyman .","(Norman Bethune Sanson, date of birth, 1862)"
Baba Nand Singh Ji was born in 1870 .,"(Baba Nand Singh Ji, date of birth, 1870)"
"Bonsall was born February 10, 1846 in Cincinnati, Ohio, to father Samuel Bonsall and mother Mary Mills .","(William Hartshorn Bonsall, date of birth, 1846)"
"A noted American theorist on Europe and its future, Calleo was born in 1934 into an Italian immigrant family of humble origins (his father was a firefighter) .","(David P. Calleo, date of birth, 1934)"
"Lasha Darbaidze (b. January 23, 1969) is a Georgian-born American citizen who holds the positions of Honorary Consul of Georgia since 2010, and President of the St George Foundation since 2004 .","(Lasha Darbaidze, date of birth, 1969)"
"Sanborn was born on January 17, 1853 in Swanton, Vermont .","(Albert W. Sanborn, date of birth, 1853)"
"He founded Schmid Laboratories in Little Falls, New Jersey in 1883 .","(Julius Schmid, date of birth, 1865)"
Brian Rolè is an active international Maltese magician and illusionist .,"(Brian Rol%C3%A8, date of birth, 1972)"
William Lynch (c. 1730 - 25 August 1785) was a British diplomat and politician who sat in the House of Commons between 1762 and 1774 .,"(William Lynch, date of birth, 1730)"
"Noor Muhammad Butt was born in Sialkot, British Punjab, in 1936 .","(Noor Muhammad Butt, date of birth, 1936)"
"Mustafa Mujezinović (Born December 27, 1954, Sarajevo, Bosnia and Herzegovina) was the Prime Minister of Federation of Bosnia and Herzegovina, one of the two entities of Bosnia and Herzegovina from 2009 to 2011 .","(Mustafa Mujezinović, date of birth, 1954)"
"Antoine Mahaut (c. 1720 -- 1785) was a flautist, composer, and editor .","(Antoine Mahaut, date of birth, 1720)"
"Galla was born on June 10th 1938 in the village of Petamitta in Chitoor District, Andhra Pradesh, in south-eastern India .","(Ramachandra Naidu Galla, date of birth, 1938)"
"Klaus was born on December 30, 1829 in Prussia .","(Anton Klaus, date of birth, 1829)"
"Harriet E Derman (born c 1944) is an American Republican Party politician who was elected to two terms in the New Jersey General Assembly, where she represented the 18th Legislative District from 1992 to 1996 .","(Harriet E. Derman, date of birth, 1944)"
"Keren Or Leibovitch (also Keren Or Leybovitch; born July 25, 1973) is an Israeli champion Paralympic swimmer .","(Keren Leibovitch, date of birth, 1973)"
"Tirrel Burton (born c 1930) is a former American football player, coach, and radio broadcaster .","(Tirrel Burton, date of birth, 1930)"
Marla Hanson (born c 1961) is a screenwriter and ex-model .,"(Marla Hanson, date of birth, 1961)"
Hecht was born in New York City in 1967 .,"(Andrew C. Hecht, date of birth, 1967)"
Arnab Das Sharma (born 1987) is an Indian football player .,"(Arnab Das Sharma, date of birth, 1987)"
"Donato Seppi (born in Bolzano in 1953) is an Italian politician, who has founded the local party Unitalia .","(Donato Seppi, date of birth, 1953)"
"Jakob Altenberg (born 1875 in Grzymatow, Skralat, Galizien, died 1944 in Vienna) was an Austrian businessman .","(Jakob Altenberg, date of birth, 1875)"
William G Stinson (born circa 1945) is a former Democratic member of the Pennsylvania State Senate .,"(William G. Stinson, date of birth, 1945)"
"Timothy M Wolfe (born c 1958) wil become the 23rd president of the University of Missouri System on February 15, 2012 .","(Timothy M. Wolfe, date of birth, 1958)"
"Alfred Wellington Carter was born April 22, 1862 and named for an uncle Alfred Wellington Carter (1841--1890) .","(Alfred Wellington Carter, date of birth, 1862)"
Not to be confused with Peter Gallagher (rugby league born 1937) .,"(Peter Gallagher, date of birth, 1937)"
"George W Barrett (c. 1881 -- March 24, 1936), also called Diamond King, was the first person sentenced to death by hanging under a congressional act that made it a capital offense to kill a federal agent .","(George W. Barrett, date of birth, 1881)"
"Laurent Bernard (born June 15 1971 in Chatenay-Malabry, France) is a french basketball player who played 9 times for the French men's national basketball team between 2000-2001 .","(Laurent Bernard, date of birth, 1971)"
Mona Rockman Napaljarri (born c 1924) is a Warlpiri-speaking Indigenous artist from Australia's Western Desert region .,"(Mona Rockman Napaljarri, date of birth, 1924)"
"Williams was born around 1867 in Utah and began work in a coal mine when he was ``little more than 8, to support his mother, his father having died when he was a baby.'' He attended grammar and high schools at night and when he was 18 he became principal of a school in Lucas, Iowa .","(Thomas W. Williams, date of birth, 1867)"
Abdelhamid I Sabra (born c 1930) is a retired professor of the history of science specializing in the history of optics and science in medieval Islam .,"(A. I. Sabra, date of birth, 1930)"
Tony Murtagh was born in Manchester in 1960 .,"(Tony Murtagh, date of birth, 1960)"
"Yiorgos Magoulas, (Greek: Γιώργος Μαγουλάς) born in Athens in 1970, is an award winning Greek composer and guitarist .","(Yiorgos Magoulas, date of birth, 1970)"
"Tony was born, June 25, 1975, in San Diego, CA He's the eldest of 5 children and moved to Hillsboro, Texas after high school on a Baseball scholarship to attend Hill College .","(Tony Zazza, date of birth, 1975)"
"Tsukasa Shiotani (born December 5, 1988) is a Japanese football player. - 2011 Mito HollyHock J League 2 35 3 35 3 35 3 ) .","(Tsukasa Shiotani, date of birth, 1988)"
"William T Joynes was born in Accomack County, Virginia in 1817 .","(William T. Joynes, date of birth, 1817)"
Pyotr Aleksandrovich Chicherin () (21 February 1788--8 January 1849) was a prominent Russian general that fought against Napoleon's invasion of Russia .,"(Pyotr Aleksandrovich Chicherin, date of birth, 1788)"
"Hovhannes Hisarian (born 1827 Constantinople, Ottoman Turkey - died 1916 Constantinople, Ottoman Turkey), was a famed Armenian writer, novelist, archeologist, editor, and teacher .","(Hovhannes Hisarian, date of birth, 1827)"
"Milt Woodard (c. 1911 -- March 3, 1996) was an American sports writer and sport executive .","(Milt Woodard, date of birth, 1911)"
"Carpenter was born May 13, 1877 at Greeley, Weld County, Colorado .","(Delphus E. Carpenter, date of birth, 1877)"
"Slack was born in Bucks County, Pennsylvania in 1818 .","(James R. Slack, date of birth, 1818)"
"Yulia Belokobylskaya was born on the 14 December 1995 in Rostov-Na-Donu, Russia .","(Yulia Belokobylskaya, date of birth, 1995)"
Sophie Sonia Perin (born c 1957) of France is the first Miss International winner from her country .,"(Sophie Perin, date of birth, 1957)"
"Gianfelice Rocca (born in Milan, on March 2, 1948) is an Italian entrepreneur .","(Gianfelice Rocca, date of birth, 1948)"
Hugh Matheson (c. 1820 - 1898) was a 19th-century Scottish industrialist .,"(Hugh Matheson, date of birth, 1820)"
"John Scarborough (April 21, 1831-March 14, 1913) was bishop of the Episcopal Diocese of New Jersey from 1875 to 1914 .","(John Scarborough, date of birth, 1831)"
"Heidelberger was born in New York City on December 23, 1920 .","(Charles Heidelberger, date of birth, 1920)"
"William Charles Brenke (born 1874 April 12, Berlin) was an American mathematician who introduced Brenke polynomials and wrote several undergraduate textbooks .","(William Charles Brenke, date of birth, 1874)"
"Merle Leland Youngs (December 2, 1886 - October 8, 1958) was the manufacturer of Trojan condoms in Trenton, New Jersey at Youngs Rubber .","(Merle Leland Youngs, date of birth, 1886)"
Kevin Higgins was born in London in 1967 of Irish parents .,"(Kevin Higgins, date of birth, 1967)"
Trevor Harley was born in 1958 in London and grew up near Southampton .,"(Trevor Harley, date of birth, 1958)"
"Kentaro Moriya (born September 21, 1988) is a Japanese football player. - 2011 Yokohama F Marinos J League 1 4 1 4 1 4 1 ) .","(Kentaro Moriya, date of birth, 1988)"
"Richard N Ostling (born July 14, 1940) is a journalist who reports on religious topics .","(Richard and Joan Ostling, date of birth, 1940)"
Nick Wieland (born 1988) is an American football Offensive Tackle for the Kiel Baltic Hurricanes of the German Football League .,"(Nick Wieland, date of birth, 1988)"
"Mark Griskey, born in 1963, is an American composer who is probably best known for his work for LucasArts Entertainment in games such as and , and scoring for many other popular video games .","(Mark Griskey, date of birth, 1963)"
"In November, 2010, Coke La Rock was inducted into the High Times Counterculture Hall of Fame at the annual ceremonies at the Cannabis Cup in Amsterdam .","(Coke La Rock, date of birth, 1955)"
Marc Ambinder (born c 1978) is an American editor and journalist .,"(Marc Ambinder, date of birth, 1978)"
"Ed Arno (July 17, 1916 - May 27, 2008) was a cartoonist, contributing to The New Yorker from 1969 to 2001 .","(Ed Arno, date of birth, 1916)"
John Smith (born 1967) is a British comics writer best known for his work on 2000 AD and Crisis .,"(John Smith, date of birth, 1967)"
"Charles E Bell (born 1858) was an American architect of Council Bluffs, Iowa and of Minneapolis, Minnesota .","(Charles E. Bell, date of birth, 1858)"
"As the seventh child of hotel worker Cedric Laing and former senator Naomi Seymour, he was born on September 7, 1967 and grew up on Grand Bahama .","(Zhivargo Laing, date of birth, 1967)"
"Michael Genovese is a contemporary American artist born in 1976 in Chicago, Illinois .","(Michael Genovese, date of birth, 1976)"
"For six years, he maintained a log dam on the Thornapple River .","(Battle of Cameron Dam, date of birth, 1861)"
Andrew Smith (b. 10 February 1961) is a British author .,"(Andrew Smith, date of birth, 1961)"
"Eberhardt, born 1930 in Estonia, has German, Swedish and Russian ancestry .","(Nikolai Eberhardt, date of birth, 1930)"
"Alexander Sergeyevich Dmitriyev (; born in Leningrad on January 19, 1935) is a Russian conductor of orchestral and choral music and opera .","(Alexander Dmitriyev, date of birth, 1935)"
Ma Yue was born in 1959 to a Muslim Hui family in Hebei whose association with martial arts goes back six generations .,"(Ma Yue, date of birth, 1959)"
Sivapalan was born around 1890 .,"(S. Sivapalan, date of birth, 1890)"
Andrew Robertson FRS (30 Jan 1883 Lancashire - 22 Oct 1977) was a British mechanical engineer .,"(Andrew Robertson, date of birth, 1883)"
"York was born on November 25, 1939 in New Lisbon, Wisconsin .","(Dwight A. York, date of birth, 1939)"
"Joshua Fisher (born 1989) is a singer-songwriter from Lewisham in South London, currently living in Norwich, England .","(Joshua Fisher, date of birth, 1989)"
"James L Pharr, (born 1955) is an American retired fire Marshalland professor of Fire Safety and Engineering Technology, who is active in the fields of fire protection and safety .","(James L. Pharr, date of birth, 1955)"
Yasser Abdel Hafez (born 1969) is an Egyptian novelist and journalist .,"(Yasser Abdel Hafez, date of birth, 1969)"
"Ekkehard von Kuenssberg was born in 1913, one of five children born to law Professor Eberhard and biologist Dr Katte von Künßberg .","(Ekkehard von Kuenssberg, date of birth, 1913)"
"Don Lane (born January 12, 1956) is local businessman, community organizer, and politician in Santa Cruz, California .","(Don Lane, date of birth, 1956)"
"Alban Skënderaj (born 1982 in Vlorë, Albania) is a singer who at fourtheen moved to Pistoia, Italy were he remains with his parents and three brothers .","(Alban Skënderaj, date of birth, 1982)"
"Svetozar Ćorović was born on May 29, 1875 in Mostar, where he completed elementary school and trade school .","(Svetozar Ćorović, date of birth, 1875)"
"Kauz was born in 1928 in Brooklyn, New York .","(Herman Kauz, date of birth, 1928)"
Whittington Landon (c. 1758 -- 29 December 1838) was an academic at the University of Oxford and an Anglican clergyman who became Dean of Exeter .,"(Whittington Landon, date of birth, 1758)"
"He was born in Winchester, New Hampshire on May 26, 1820, the first of ten children born to Pliny and Emily Alexander Jewell .","(Harvey Jewell, date of birth, 1820)"
"Fraser was born in Memphis, Tennessee in 1952 .","(Jane Fraser, date of birth, 1952)"
Biswajit Saha (born 1987) is an Indian football player .,"(Biswajit Saha, date of birth, 1987)"
"Brigadier General Robert Wheeler,(born on June 21/1956 ) is a United States Army officer service .","(Robert E. Wheeler, date of birth, 1956)"
"Hammergren was born on June 16, 1875 in Saint Paul, Minnesota .","(David I. Hammergren, date of birth, 1875)"
"Ernest Blackwell (born in Sheffield 19 July 1894, died in Sheffield 16 October 1964) was an English footballer who played as a goalkeeper, spending the majority of his career at his hometown club of Sheffield United .","(Ernest Blackwell, date of birth, 1894)"
"Yehudit Ravitz (; born December 29, 1956) is an Israeli singer-songwriter .","(Yehudit Ravitz, date of birth, 1956)"
"Richard Standing is a British actor born in Yorkshire in 1969 who has appeared on the TV series Holby City, Coronation Street, and The Grand .","(Richard Standing, date of birth, 1969)"
"Mahn Ba Khaing (, ; 26 October 1903 -- 19 July 1947) was a Burmese politician who served as the Minister of Industry in Myanmar's pre-independence government .","(Mahn Ba Khaing, date of birth, 1903)"
"Ashe was born in Limerick in 1766, entered Trinity College, Dublin, 26 March 1783, took BA degree in ordinary course, and became DD in 1808 .","(Jonathan Ashe, date of birth, 1766)"
