"Long died at home in Portsmouth on April 13, 1789 and is buried in the Proprietor's Burying Ground there .","(Pierse Long, place of death, Portsmouth)"
Cawton died at Rotterdam on 7 August 1659 .,"(Thomas Cawton, place of death, Rotterdam)"
"In addition to Formula One, Walt Hansgen was a dominant road racer from the early 1950s and 1960s, winning numerous races at VIR (Virginia International Raceway), the famed course at Bridgehampton, and Watkins Glen through to his death at Le Mans in France in 1966 .","(Walt Hansgen, place of death, France)"
"Sir Benjamin d'Urban's remains now rest at the Last Post Fund National Field of Honour, a military cemetery owned by the Last Post Fund in Pointe-Claire where there is an obelisk to his memory .","(Benjamin d'Urban, place of death, Montreal)"
Having returned to England Sir Ralph became secretary of state in March 1614 and a member of parliament .,"(Ralph Winwood, place of death, London)"
John Petrie died on 8 December 1892 in Brisbane and is buried with his wife and family in Toowong Cemetery .,"(John Petrie, place of death, Brisbane)"
Odofredus died at Bologna in 1265 .,"(Odofredus, place of death, Bologna)"
"In time, Baraga became renowned throughout Europe for his work .","(Frederic Baraga, place of death, Marquette)"
Sanchez retired to Miami where he died of cancer in 1987 .,"(Jorge Noceda Sanchez, place of death, Miami)"
"Suffering from emphysema and asthma after a lengthy illness, Johnny PayCheck died at Nashville's Vanderbilt University Medical Center in 2003 .","(Johnny Paycheck, place of death, Nashville)"
"John Tombs was son of a banker, Joseph Tombs (1745--1818), of Abingdon .","(John Tombs, place of death, Malta)"
"Bishop Joyce died on 28 July 1905 in Minneapolis, Minnesota and is buried in Lakewood Cemetery of that city .","(Isaac Wilson Joyce, place of death, Minneapolis)"
"Hussey died at the age of 38 in London and was buried at Caythorpe where his estate was valued at about £2,500 p.a .","(Sir Charles Hussey, 1st Baronet, place of death, London)"
"Arthur Thompson was born in Milan, Minnesota in 1891; his father was a harness maker .","(Arthur E. Thompson, place of death, Minnesota)"
"He married, 13 January 1783, Lucy, daughter of Thomas Thoresby of Leeds, and left several children, of whom one, Robert Nowell Whitaker, succeeded him at Whalley vicarage .","(Thomas Dunham Whitaker, place of death, Blackburn)"
Guarini wrote portions of the Corpus Inscriptionum Latinarum on Campania and Samnium .,"(Raimondo Guarini, place of death, Naples)"
"Frank Marion died in 1963 in Stamford, Connecticut .","(Frank J. Marion, place of death, Stamford)"
"Having suffered attacks of jaundice throughout her life, Frances Burney died in 1828 in Bath .","(Frances Burney, place of death, Bath)"
"Squibb died on October 25, 1900, at his home in Brooklyn, New York, from a ruptured blood vessel .","(E. R. Squibb, place of death, Brooklyn)"
"Stall died of complications from pulmonary disease on November 2, 2008 at his home in Sacramento, California .","(Bill Stall, place of death, Sacramento)"
Anastas Jovanović (1817--1899) was the first Serbian photographer of his time to treat photography as an art form and to capture on film historical events as they were happening .,"(Anastas Jovanović, place of death, Belgrade)"
"After the sale of Erol's Internet to RCN, Onaran retired from business, leaving his family to run the electronics business which was not included in the deal .","(Erol Onaran, place of death, Turkey)"
"In the late 1860s, Doniphan re-opened his law office in Richmond, Missouri, where he died at the age of 79 He is buried in Fairview Cemetery in Liberty under an obelisk .","(Alexander William Doniphan, place of death, Richmond)"
"In 1905 Nuttall went to the United States, joined the staff of the New York Herald, and contributed to Life, The Century, Harper's, and other periodicals .","(Charles Nuttall, place of death, Melbourne)"
"Samuel Joseph May died on July 1, 1871 in Syracuse, New York, donating over 10,000 of his own titles to the Cornell Library .","(Samuel Joseph May, place of death, Syracuse)"
"From 1877 until her retirement from the stage in 1880, Haupt was committed to the opera house in Mainz .","(Marie Haupt, place of death, Leipzig)"
"After a lifetime of speaking out on behalf of unions and social welfare issues, Florence Reece died of a heart attack in 1986 at the age of 86 in Knoxville, Tennessee .","(Florence Reece, place of death, Knoxville)"
"Cannon died on January 28, 1782 in Philadelphia .","(James Cannon, place of death, Philadelphia)"
See also David Mitchell David Mitchel was a 17th century Scottish churchman .,"(David Mitchel, place of death, Aberdeen)"
Van Osdel died at age 80 in Chicago .,"(John M. Van Osdel, place of death, Chicago)"
On metallurgical subjects also he was an acknowledged authority; and he published observations on the order of sulphurability of metals (loi de Fournet) .,"(Joseph Jean-Baptiste Xavier Fournet, place of death, Lyon)"
Crane died at Prescott in 1858 .,"(Samuel Crane, place of death, Prescott)"
"Mattingly died in 1951 in Louisville, Kentucky .","(Sylvan Mattingly, place of death, Louisville)"
"Johann Stephan Decker, a French painter, was born at Colmar in 1784 .","(Johann Stephan Decker, place of death, Vienna)"
"Having become senator for the département of Doubs (1895--1902), Rambaud held the position of minister of Public Instruction from April 29, 1896 to June 28, 1898, and in that capacity endeavoured to carry on the educational work of Jules Ferry, to whose memory he always remained faithful .","(Alfred Nicolas Rambaud, place of death, Paris)"
"Giuseppe Agnelli was a Roman Catholic author, chiefly known for his catechetical and devotional works, b at Naples, 1621; d in Rome, 17 October 1706 .","(Giuseppe Agnelli, place of death, Rome)"
Geoffrey and his wife Ivetta had five sons .,"(Geoffrey le Scrope, place of death, Ghent)"
"Grumet died on June 7, 1987 at Beth Israel Hospital in Manhattan at the age of 86 .","(Jacob B. Grumet, place of death, Manhattan)"
"Marcon abandoned cricket after he left Oxford to become a vicar in Cornwall and eventually the Rector of Edgefield in his native Norfolk, where he died in 1875 .","(Walter Marcon, place of death, Norfolk)"
"During his literary career, Dygasiński wrote several short stories and novels .","(Adolf Dygasiński, place of death, Warsaw)"
"Anthony Johnson Showalter died September 14, 1924 in Chattanooga, Tennessee and is buried in the West Hill Cemetery of Dalton, Georgia .","(Anthony Johnson Showalter, place of death, Chattanooga)"
"Giovan Battista Dell'Era, an Italian historical painter, was born at Treviglio in 1766 .","(Giovan Battista Dell'Era, place of death, Florence)"
Galbraith was elected as a Jacksonian to the Twenty-third and Twenty-fourth Congresses .,"(John Galbraith, place of death, Erie)"
"Durando became senator of Sardinia (later, Kingdom of Italy) in 1860 .","(Giovanni Durando, place of death, Florence)"
Reed was elected as a Whig to the Twenty-eighth Congress .,"(Charles Manning Reed, place of death, Erie)"
Emery's collections of Hymenoptera are in Museo Civico di Storia Naturale di Genova .,"(Carlo Emery, place of death, Bologna)"
Daley died in a Bangor jail cell while under arrest for another crime in 1910 .,"(Michael Daley, place of death, Bangor)"
"President Lyndon B Johnson nominated Dyer to the United States Court of Appeals for the Fifth Circuit on August 16, 1966, to a seat vacated by Warren Leroy Jones .","(David W. Dyer, place of death, Miami)"
In 1998 Merlino died at the Forrestal Nursing and Rehabilitation Center in Princeton at the age of 76 .,"(Joseph P. Merlino, place of death, Princeton)"
Margaret died twenty-two years after her husband .,"(Margaret of England, place of death, Belgium)"
"Richard Nolte died of complications from a stroke at his home in Hanover, New Hampshire, on November 22, 2007 .","(Richard Nolte, place of death, Hanover)"
"From 1900, Mrs Craigie lived and worked at her villa near her parents' home at Steephill, Isle of Wight .","(John Oliver Hobbes, place of death, London)"
"Born in London and educated at Emanuel School, Banting was initially attracted to vorticism and associated with the Bloomsbury Group, before becoming interested in surrealism in Paris in the 1930s .","(John Banting, place of death, Hastings)"
"Wilmot became physician in ordinary to George III in 1760, left London next year, and lived in Nottingham; but then moved to Heringstone in Dorset, where he died on 21 November 1786 .","(Sir Edward Wilmot, 1st Baronet, place of death, Dorset)"
Christina Bellin died of a brain tumor at her Manhattan home in 1988 .,"(Christina Bellin, place of death, Manhattan)"
Gray was chairman of the executive of the Liberal Party organization for six years and was a member of the Council of the Liberal Party at the time of his death .,"(Milner Gray, place of death, Hertfordshire)"
Childs died at Philadelphia on the 3rd of February 1894 .,"(George William Childs, place of death, Philadelphia)"
"Thomas Kelso (1784--1878) was born in Clonis, Ireland, August 28, 1784 .","(Thomas Kelso, place of death, Baltimore)"
"After his congressional service, Ray resided in both Byron, Georgia and Alexandria, Virginia .","(Richard Ray, place of death, Macon)"
"Harold Schafer died December 2, 2001, in a Bismarck hospital after an extended illness .","(Harold Schafer, place of death, Bismarck)"
Piotrowski returned to Bulgaria in 1889: he visited Batak and painted his epic canvas The Batak Massacre .,"(Antoni Piotrowski, place of death, Warsaw)"
"Hughes' ashes were spread in the Menai Straits after his death in Colchester, Essex .","(Hugh Iorys Hughes, place of death, Colchester)"
"She was married to Eliot Ness, an American Treasury agent, famous for his efforts to enforce Prohibition in Chicago, Illinois as the leader of a legendary team nicknamed The Untouchables .","(Evaline Ness, place of death, Kingston)"
Ridley died on 25 November 1887 in London and was survived by two daughters .,"(John Ridley, place of death, London)"
"Rafael Pombo remained in Colombia until his death on May 5, 1912 .","(Rafael Pombo, place of death, Colombia)"
"Manning died on March 10, 1986 in Arizona .","(Reg Manning, place of death, Arizona)"
"Harold Spiro died on 11 December 1996 in Cyprus, where he was buried .","(Harold Spiro, place of death, Cyprus)"
"Peterson died of natural causes at his home in Concord, North Carolina .","(Steve Peterson, place of death, Concord)"
"His wife, Frances Jeanne Higley, died June 3, 1989 in Dublin, OH Newsom died February 3, 1990 in Dublin, Dublin .","(Carroll Vincent Newsom, place of death, Dublin)"
"Following the demise of Lubin Studios in 1917, Romaine Fielding was out of filmmaking until 1920 after which he continued to work in film until his death in Hollywood at the age of fifty-nine from a blood clot .","(Romaine Fielding, place of death, Hollywood)"
"Rita died February 1, 2004 in Houston at age 82 .","(Rita Gallagher, place of death, Houston)"
"From 1802 until 1815 Forsström was assigned as pastor on Saint Barthélemy of the Leeward Islands, where he also worked collecting botanical specimens .","(Johan Erik Forsström, place of death, Sweden)"
In 1827 Dighton was born to Isaac and Nancy Corson in Maine .,"(Dighton Corson, place of death, Pierre)"
"Lansbury died of cancer in the United States on 3 April 1991, aged 61, at her home in Philadelphia, Pennsylvania .","(Coral Lansbury, place of death, Philadelphia)"
Willson died at Lincoln on 8 September 1854 .,"(Edward James Willson, place of death, Lincoln)"
Swartz was elected as a Republican to the Sixty-ninth Congress .,"(Joshua William Swartz, place of death, Harrisburg)"
"Lloyd recorded many albums of English folk music, most notably several albums of the Child Ballads with Ewan MacColl .","(A. L. Lloyd, place of death, Greenwich)"
"Lipkowska escaped from the Soviet Union with her then husband Pierre Bodin in 1920, arriving in New York on the Adriatic of the White Star Line on February 8 In September of 1920, Lipkowska sang Gilda in Rigoletto with the San Carlo Opera Company in Manhattan .","(Lidiya Lipkovskaya, place of death, Beirut)"
"After his tenure in Congress, Henry continued the practice of law until his death in Cambridge .","(Daniel Maynadier Henry, place of death, Cambridge)"
"Pilkington's contribution to Rapin de Thoyras' Impartial History (1784) has been described as, ``an extreme falsification of his life.'' He died in 1774 in Dublin .","(Matthew Pilkington, place of death, Dublin)"
"Sir Grahame Clark, an archeologist and authority on prehistoric Europe, died on Tuesday at his home in Cambridge, England .","(Grahame Clark, place of death, Cambridge)"
"Hansson published his first works, Dikter (``Poems'') in 1884 and Notturno in 1885 .","(Ola Hansson, place of death, Turkey)"
"Studholme died at her home in London in March 1930 from a short but virulent attack of rheumatic fever, at the age of 57, and was buried in the St Marylebone Cemetery in East Finchley, survived by her second husband and children .","(Marie Studholme, place of death, London)"
"Elton was a man of cultivated tastes, who was friends with Charles Lamb and Samuel Taylor Coleridge .","(Charles Abraham Elton, place of death, Bath)"
"Mariana Grajales Coello died on November 27, 1893 in Kingston, Jamaica at the age of 85 .","(Mariana Grajales Cuello, place of death, Kingston)"
"On May 20, 2007, Guram Sharadze was assassinated on Melikishvili Avenue in central Tbilisi in front of the Aldagi Insurance Company office by Giorgi Barateli, an erstwhile friend of his son .","(Guram Sharadze, place of death, Tbilisi)"
"He was the younger brother of the better-known Alexander Runciman, and accompanied him to Naples, where he died .","(John Runciman, place of death, Naples)"
Virginia Proctor Powell Florence died in 1991 at the age of 93 in Richmond .,"(Virginia Proctor Powell Florence, place of death, Richmond)"
"In 1822, with his health in decline, Cristall went to Goodrich on the Wye, where he had already bought a house, and where he spent many happy years until the loss of his wife, who died in 1840, drove him again to London, where he died in 1847 .","(Joshua Cristall, place of death, London)"
"Rowland Brotherhood (senior) died at his home in Bristol on 4 March 1883, and is buried there in Arnos Vale Cemetery .","(Rowland Brotherhood, place of death, Bristol)"
"A Conservative, the Honourable John Ross served until his death in 1871 in Toronto, Ontario .","(John Ross, place of death, Toronto)"
Hortense Ellis died in her sleep in a Kingston hospital on 18 October 2000 from a stomach infection .,"(Hortense Ellis, place of death, Kingston)"
"Caruso died in 1921 at the age of 48, and Benjamin died the next year at the age of 74 at his summer home in Stamford, CT All of his children except Dorothy, still in Italy and living the high-life on Caruso's money, were at his bedside when he died .","(Park Benjamin, Jr., place of death, Stamford)"
"Sarah Morgan Bryan Piatt (August 11, 1836 -- December 22, 1919) an American poet born in Lexington, Kentucky to Talbot Nelson Bryan and Mary Spiers .","(Sarah Morgan Bryan Piatt, place of death, Caldwell)"
Smith died on 26 February 1832 in London .,"(Robert Cross Smith, place of death, London)"
"In the 1990s, Adler developed an interest in Russian thought and literature .","(Eve Adler, place of death, Russia)"
"Your friend, Sir, and my much--loved Nephew, Arthur Hallam, is no more--it has pleased God to remove him from this his first scene of Existence, to that better world for which he was Created .","(Arthur Hallam, place of death, Vienna)"
"After returning to the Athabasca District in 1905, Constantine was responsible for building a trail from Fort St John, British Columbia to Teslin Lake in the Yukon, although work on the trail was abandoned in 1908 .","(Charles Constantine, place of death, California)"
"Robie was elected as a Democrat to the Thirty-second Congress (March 4, 1851 -- March 3, 1853) .","(Reuben Robie, place of death, Bath)"
"Olof Arenius, a Swedish portrait painter, and son of a minister in Upland, was born in 1701 .","(Olof Arenius, place of death, Stockholm)"
"Colin John McRae (October 22, 1812--1877) was a prominent Confederate politician .","(Colin John McRae, place of death, Belize)"
"After some work in Constantinople, and while waiting for his equipments and tents to proceed to the interior of Asia Minor, Yeardley was smitten with paralysis at Isnik, and was compelled to return to England, where he died on 11 August 1858 .","(John Yeardley, place of death, England)"
"Mauritz Hallgren died November 10, 1956 in Baltimore, Maryland .","(Mauritz A. Hallgren, place of death, Baltimore)"
John Joseph Cotman (1814--1878) was an English landscape painter .,"(John Joseph Cotman, place of death, Norwich)"
"Ward died at Brighton, unmarried but was rumored to have had an out of wedlock son born in 1856 named Edward Terry Ward .","(Edward Ward, 4th Viscount Bangor, place of death, Brighton)"
Gagnier began his career as a trumpeter in the Canadian Grenadier Guards Band which was conducted by his uncle J.-J .,"(Gérald Gagnier, place of death, Montreal)"
"His family consisted of his wife, Eliza Douglas Monroe (1799--1852), son William D Monroe, and daughter Fanny (1826--1906) .","(James Monroe, place of death, Orange)"
Müller died on 11 May 1943 in Berlin .,"(Richard Müller, place of death, Berlin)"
Ruellan married fellow painter John W Taylor in 1929 .,"(Andr%C3%A9e Ruellan, place of death, Kingston)"
"Following his retirement, Kerr moved to Portland, where he died in 1947 .","(William Jasper Kerr, place of death, Portland)"
"Norbert van Bloemen, called Cephalus, the youngest of the three brothers (after Peter van Bloemen and Jan Frans van Bloemen), was born at Antwerp in 1670 .","(Norbert van Bloemen, place of death, Amsterdam)"
"Anna Blackburne was born at Orford Hall, Orford, Warrington, the daughter of Jane (born Ashton) and John Blackburne .","(Anna Blackburne, place of death, Warrington)"
"In 1881, Bleiweis was granted knighthood by Franz Joseph I of Austria, the Emperor of Austria .","(Janez Bleiweis, place of death, Ljubljana)"
Flavel is commemorated in the name of Flavel Road on Bromsgrove's Charford Estate .,"(John Flavel, place of death, Exeter)"
"Flavel, the eldest son of the Rev .","(John Flavel, place of death, Exeter)"
Amouroux was a member of the Institut de France and served as president of the Académie des Sciences Morales et Politiques .,"(Henri Amouroux, place of death, Normandy)"
Jacques Ignatius de Roore was born at Antwerp in 1686 .,"(Jacques Ignatius de Roore, place of death, Antwerp)"
"During the Revolution, Royall, who had patriot sympathies but significant Loyalist connections, fled to Nova Scotia and subsequently to England, where he died of smallpox in 1781 .","(Isaac Royall, Jr., place of death, England)"
"Broughton was born in London on 5 July 1704, was the son of the rector of St Andrew's, Holborn .","(Thomas Broughton, place of death, Bristol)"
"Harry Mills died at Vancouver BC December 20, 1959 age 85 .","(Harry Mills, place of death, Vancouver)"
"Cefai died on the 18th June 1996 at his home in Victoria, Gozo .","(Joseph Cefai, place of death, Victoria)"
"Beaglehole died at the age of 59 in Wellington on October 23, 1965 .","(Ernest Beaglehole, place of death, Wellington)"
"He died at his home in Croydon, Surrey, in January 1955, aged 78, and was succeeded in the barony by his eldest son Foster Charles Lowry Lamb .","(Ernest Lamb, 1st Baron Rochester, place of death, Croydon)"
John Marwick died at Hastings on 17 August 1978 .,"(John Marwick, place of death, Hastings)"
Louis Henri Capazza (1862--1928) was a French semi-professional balloonist .,"(Louis Capazza, place of death, Paris)"
"Wilson was elected to the 18th, 19th, and 20th Congresses, serving from March 4, 1823, until his death in Newark, Ohio on June 6, 1827 .","(William Wilson, place of death, Newark)"
"When the office of Minister Resident was discontinued in 1876, Moran was made Chargé d'Affaires at Lisbon, serving until 1882 when ill health forced him to resign and return to England .","(Benjamin Moran, place of death, Essex)"
"Thomas Grinfield was the son of Thomas Grinfield of Bristol and Anna Joanna Barham, and the brother of Edward William Grinfield .","(Thomas Grinfield, place of death, Clifton)"
Seybert was elected as a Democratic-Republican to the Eleventh Congress to fill the vacancy caused by the resignation of Benjamin Say .,"(Adam Seybert, place of death, Paris)"
"Penno was born in Felizzano, Italy, and studied with Ettore Campogaliano .","(Gino Penno, place of death, Milan)"
"Marie-Victoire-Thérèse Couderc was born in 1805 in Le Mas (Alpes-Maritimes), France .","(Thérèse Couderc, place of death, Lyon)"
"In 1852 Thompson died of a heart attack in London where he had been tended by his friends William Yarrell, author of British Birds, Edward Forbes, Edwin Lankester, of the Ray Society and George Busk .","(William Thompson, place of death, London)"
"Bracken died at Lancaster, 13 November 1764 .","(Henry Bracken, place of death, Lancaster)"
Passignano died at Florence in 1638 .,"(Domenico Passignano, place of death, Florence)"
"Two years after his death in Jerusalem, a Jewish woman's teacher training seminary was established in the city and named after him; Machon Gold .","(Wolf Gold, place of death, Jerusalem)"
In 1927 Fitziu retired from the stage after suffering a nervous breakdown .,"(Anna Fitziu, place of death, Hollywood)"
"Gueron resigned his office in 1872, and proceeded to Jerusalem, where he died two years later .","(Yakir Gueron, place of death, Jerusalem)"
His papers are held in the Preston Archive at Brown University .,"(John Preston, place of death, Portland)"
"Phipps died on January 10, 2009 in a Birmingham hospital .","(Colin Phipps, place of death, Birmingham)"
"Barker was in bad health, and the death of his wife at Nottingham about this time, affected him greatly .","(Joseph Barker, place of death, Omaha)"
"His place in Lithuanian history is also commemorated by Daukantas Square, facing the Presidential Palace in Vilnius .","(Simonas Daukantas, place of death, Lithuania)"
"He was a pupil of Azo, and the master of Odofredus, of the canonist Hostiensis (Henricus de Segusio), and of Jacobus de Ravanis (Jacques de Revigny), who taught at Orléans .","(Jacobus Balduinus, place of death, Bologna)"
"Watts was elected as a Democrat to the Eighty-second Congress, by special election, April 14, 1951, to fill the vacancy caused by the resignation of Thomas R Underwood .","(John C. Watts, place of death, Lexington)"
"She was predeceased by her husband, James Edward Clark .","(Anne Rogers Clark, place of death, Wilmington)"
"Lady Jaffe was too ill to attend his funeral, and she died a few months later in August of the same year .","(Otto Jaffe, place of death, London)"
"Appropriately after his death in London, he was placed in a mausoleum at West Norwood Cemetery constructed from red pottery tiles and bricks from the Doulton Works, which is now a Grade II Listed building .","(Henry Doulton, place of death, London)"
"Pericles Sakellarios died on March 5, 1985 in Athens .","(Pericles A. Sakellarios, place of death, Athens)"
"Marianna Pineda died November 24, 1996 of pancreatic cancer at her home in Boston .","(Marianna Pineda, place of death, Boston)"
Helen Sobel Smith died in a Detroit hospital at the age of 59 after a long battle with cancer .,"(Helen Sobel Smith, place of death, Detroit)"
"In 1982 the National Endowment for the Humanities selected Vermeule for the Jefferson Lecture, the US federal government's highest honor for achievement in the humanities .","(Emily Vermeule, place of death, Cambridge)"
"His eldest daughter, Cæcilia, married 9 February 1796 to William Brame Elwyn, barrister-at-law and recorder of Deal, had died before her parents, 3 June 1811, aged 34 In 1811 Eagles was elected a fellow of the Society of Antiquaries .","(Thomas Eagles, place of death, Clifton)"
"Leaving active duty on 10 January 1903, Rear Admiral Melville spent his last years in Philadelphia, Pennsylvania, where he died on 17 March 1912 .","(George W. Melville, place of death, Philadelphia)"
"She died January 22, 1832, in Carlisle, at the approximate age of 87 She is buried in the Old Graveyard in Carlisle, under the name ``Molly McCauley.'' A statue of ``Molly Pitcher,'' adorned by a cannon, stands in the cemetery .","(Molly Pitcher, place of death, Carlisle)"
"Whitney was a staunch opponent of women's suffrage, though took no part in public life (in accordance with the message of her books) .","(Adeline Dutton Train Whitney, place of death, Milton)"
"Hurlbert denied that he had written a sheaf of salacious letters to his London mistress, Gladys Evelyn, but a British court indicted him for perjury in 1891, and Hurlbert fled incognito to Italy, where he died in 1895 .","(William Henry Hurlbert, place of death, Italy)"
Jones died at the Glen Hospital in Vancouver at the age of 95 .,"(Harry Jones, place of death, Vancouver)"
"Pfeifer was elected as a Democrat to the Seventy-fourth and to the seven succeeding Congresses (January 3, 1935 to January 3, 1951) .","(Joseph Lawrence Pfeifer, place of death, Brooklyn)"
